O*NET-SOC Code,Tool Name
49-9021.02,Magnehelic gauges
49-9021.02,Manometers
49-9021.02,Material alignment jigs
49-9021.02,Mechanical stethoscopes
49-9021.02,Megohmmeters
49-9021.02,Micrometers
49-9021.02,Micron gauges
49-9021.02,Milliammeters
49-9021.02,Multimeters
49-9021.02,Nut drivers
49-9021.02,Open end wrenches
49-9021.02,Oxygen testers
49-9021.02,Personal computers
49-9021.02,Phase rotation meters
49-9021.02,Pipe cutters
49-9021.02,Pipe dies
49-9021.02,Pipe threaders
49-9021.02,Pipe wrenches
49-9021.02,Pitot tubes
49-9021.02,Platform lifts
49-9021.02,Plotters
49-9021.02,Portable refractometers
49-9021.02,Potentiometers
49-9021.02,Power drills
49-9021.02,Power saws
49-9021.02,Power washers
49-9021.02,Precision levels
49-9021.02,Pressure simulators
49-9021.02,Programmable logic controllers PLC
49-9021.02,Psychrometers
49-9021.02,Pullers
49-9021.02,Punches
49-9021.02,Reamers
49-9021.02,Reciprocating saws
49-9021.02,Recovery and recycle units
49-9021.02,Refrigerant leak detectors
49-9021.02,Refrigerant oil pumps
49-9021.02,Respirators
49-9021.02,Rulers
49-9021.02,Safety belts
49-9021.02,Safety glasses
49-9021.02,Safety goggles
49-9021.02,Safety harnesses
49-9021.02,Scaffolding
49-9021.02,Scale rules
49-9021.02,Scrapers
49-9021.02,Screw extractor sets
49-9021.02,Screwdrivers
49-9021.02,Scribers
49-9021.02,Service manifold sets
49-9021.02,Shackles
49-9021.02,Side cutting pliers
49-9021.02,Slings
49-9021.02,Smoke testers
49-9021.02,Socket wrench sets
49-9021.02,Soldering guns
49-9021.02,Soldering irons
49-9021.02,Spectrometers
49-9021.02,Squares
49-9021.02,Staging equipment
49-9021.02,Staging winches
49-9021.02,Straightedges
49-9021.02,Strobe tachometers
49-9021.02,Swaging tools
49-9021.02,Tachometers
49-9021.02,Tap sets
49-9021.02,Tape measures
49-9021.02,Telescoping boom trucks
49-9021.02,Temperature gauges
49-9021.02,Temperature simulators
49-9021.02,Thermocouple testers
49-9021.02,Tin snips
49-9021.02,Torque wrenches
49-9021.02,Transfer pumps
49-9021.02,Transit levels
49-9021.02,Tube cutters
49-9021.02,Two way radios
49-9021.02,Utility knives
49-9021.02,Vacuum gauges
49-9021.02,Vacuum pumps
49-9021.02,Valve wrenches
49-9021.02,Velometers
49-9021.02,Vernier calipers
49-9021.02,Vibration analyis equipment
49-9021.02,Volt-ohm meters VOM
49-9021.02,Voltage simulators
49-9021.02,Water levels
49-9021.02,Water temperature gauges
49-9021.02,Watt transducers
49-9021.02,Wattmeters
49-9021.02,Wire brushes
49-9021.02,Wire cutters
49-9021.02,Wire strippers
49-9021.02,Building automation software
49-9021.02,Database software
49-9021.02,Facility energy management software
49-9021.02,Johnson Controls Metasys
49-9021.02,Microsoft Excel
49-9021.02,Microsoft Office
49-9021.02,Microsoft Outlook
49-9021.02,Microsoft Word
49-9021.02,SAP
49-9031.00,Appliance dollies
49-9031.00,Bearing removers
49-9031.00,Carbon monoxide detectors
49-9031.00,Charging hoses
49-9031.00,Combustible gas detectors
49-9031.00,Condenser brushes
49-9031.00,Cordless drills
49-9031.00,Digital multimeters
49-9031.00,Digital vacuum gauges
49-9031.00,Dual temperature heat guns
49-9031.00,Flat cold chisels
49-9031.00,Folding hand trucks
49-9031.00,Folding utility knives
49-9031.00,Hex key sets
49-9031.00,Hose clamp pliers
49-9031.00,Laptop computers
49-9031.00,Leak detectors
49-9031.00,Mechanic's stethoscopes
49-9031.00,Mini tubing cutters
49-9031.00,Multipurpose screwdrivers
49-9031.00,Multipurpose spanners
49-9031.00,Portable point of sale terminals
49-9031.00,Precision needle files
49-9031.00,Ratchets
49-9031.00,Refrigerant recovery units
49-9031.00,Sealed burner wrenches
49-9031.00,Smart phones
49-9031.00,Snap-ring pliers
49-9031.00,Socket adapters
49-9031.00,Socket extensions
49-9031.00,Socket wrench sets
49-9031.00,Solder guns
49-9031.00,Spanner nut wrenches
49-9031.00,Stick welders
49-9031.00,Tablet computers
49-9031.00,Telescoping inspection mirrors
49-9031.00,Temperature recorders
49-9031.00,Test charging manifolds
49-9031.00,Vacuum pumps
49-9031.00,Vent brushes
49-9031.00,Work vans
49-9031.00,dESCO ESC
49-9031.00,Intac International Wintac
49-9031.00,Microsoft Excel
49-9031.00,Microsoft Outlook
49-9031.00,Microsoft Windows
49-9031.00,Microsoft Word
49-9031.00,Parts database software
49-9031.00,RazorSync
49-9031.00,Route mapping software
49-9031.00,ServiceMax
49-9031.00,Web browser software
49-9041.00,Acetylene torches
49-9041.00,Adjustable widemouth pliers
49-9041.00,Adjustable wrenches
49-9041.00,Air compressors
49-9041.00,Airhammer chisels
49-9041.00,Airpowered descaling drills
49-9041.00,Airpowered descaling turbines
49-9041.00,Alignment scopes
49-9041.00,Alignment tools
49-9041.00,Allen wrenches
49-9041.00,Ammeters
49-9041.00,Angled feeler gauges
49-9041.00,Aviation snips
49-9041.00,Bandsaws
49-9041.00,Bearing bridge gauges
49-9041.00,Bearing heating ovens
49-9041.00,Block and tackle equipment
49-9041.00,Boring tools
49-9041.00,Brass hammers
49-9041.00,Brazing equipment
49-9041.00,Broaching machines
49-9041.00,Burnishing wheels
49-9041.00,Calipers
49-9041.00,Chain falls
49-9041.00,Chain hoists
49-9041.00,Channel lock pliers
49-9041.00,Combination wrenches
49-9041.00,Cutting dies
49-9041.00,Cutting machines
49-9041.00,Cylindrical grinders
49-9041.00,Cylindrical procedures squares
49-9041.00,Desktop computers
49-9041.00,Dial calipers
49-9041.00,Drill presses
49-9041.00,Electric rotary wire brushes
49-9041.00,Emery wheels
49-9041.00,Engine lathes
49-9041.00,Equipment rollers
49-9041.00,Facing machines
49-9041.00,Feeler gauges
49-9041.00,Flange facing machines
49-9041.00,Flat files
49-9041.00,Flow meters
49-9041.00,Forklifts
49-9041.00,Gas welding equipment
49-9041.00,Gauges
49-9041.00,Grease guns
49-9041.00,Grinding wheels
49-9041.00,Half-round files
49-9041.00,Hammers
49-9041.00,Hand pumps
49-9041.00,Handsaws
49-9041.00,Hex wrenches
49-9041.00,Hoists
49-9041.00,Hydraulic pullers
49-9041.00,Hydraulic squeezers
49-9041.00,Hydrostatic testers
49-9041.00,Impact wrenches
49-9041.00,Inside micrometers
49-9041.00,Jacks
49-9041.00,Jigs
49-9041.00,Ladders
49-9041.00,Lapping wheels
49-9041.00,Laser measuring equipment
49-9041.00,Laser printers
49-9041.00,Lathes
49-9041.00,Level gauges
49-9041.00,Levels
49-9041.00,Magnetic retrievers
49-9041.00,Metal cutting taps
49-9041.00,Metal inert gas MIG welders
49-9041.00,Micrometers
49-9041.00,Milling machines
49-9041.00,Multimeters
49-9041.00,Needlenose pliers
49-9041.00,Optical measuring equipment
49-9041.00,Oscilloscopes
49-9041.00,Outside micrometers
49-9041.00,Personal computers
49-9041.00,Phillips head screwdrivers
49-9041.00,Pinchbars
49-9041.00,Pipe threaders
49-9041.00,Pipe wrenches
49-9041.00,Plasma cutters
49-9041.00,Plumb bobs
49-9041.00,Pneumatic hammers
49-9041.00,Portable welding equipment
49-9041.00,Power drills
49-9041.00,Power grinders
49-9041.00,Power sanders
49-9041.00,Power saws
49-9041.00,Power wrenches
49-9041.00,Precision grinders
49-9041.00,Precision levels
49-9041.00,Precision squares
49-9041.00,Pressure gauges
49-9041.00,Programmable logic controllers PLC
49-9041.00,Pry bars
49-9041.00,Punch presses
49-9041.00,Punches
49-9041.00,Putty knives
49-9041.00,Radial drills
49-9041.00,Ratchet sets
49-9041.00,Reamers
49-9041.00,Reciprocating machinery combustion analyzers
49-9041.00,Rigging equipment
49-9041.00,Riveting tools
49-9041.00,Robotic teach pendants
49-9041.00,Rotating brushes
49-9041.00,Rubber mallets
49-9041.00,Rulers
49-9041.00,Sandblasters
49-9041.00,Scalers
49-9041.00,Scissor lifts
49-9041.00,Scrapers
49-9041.00,Screw pitch gauges
49-9041.00,Screwdrivers
49-9041.00,Shaping machines
49-9041.00,Shielded arc welding tools
49-9041.00,Side cutting pliers
49-9041.00,Single-cut mill saw files
49-9041.00,Sledgehammers
49-9041.00,Socket wrench sets
49-9041.00,Soldering irons
49-9041.00,Space gauges
49-9041.00,Spot welders
49-9041.00,Squares
49-9041.00,Staging platforms
49-9041.00,Steam cleaning equipment
49-9041.00,Steel wedges
49-9041.00,Straightedges
49-9041.00,Strobe tachometers
49-9041.00,Stud drivers
49-9041.00,Tachometers
49-9041.00,Tape measures
49-9041.00,Telescoping gauges
49-9041.00,Thickness gauges
49-9041.00,Threading devices
49-9041.00,Transit levels
49-9041.00,Tungsten inert gas TIG welding equipment
49-9041.00,Turning lathes
49-9041.00,Utility knives
49-9041.00,Vacuum gauges
49-9041.00,Vacuum lifts
49-9041.00,Vernier instruments
49-9041.00,Vibration analyzers
49-9041.00,Vises
49-9041.00,Voltmeters
49-9041.00,Welding lenses
49-9041.00,Welding shields
49-9041.00,Welding tip dressers
49-9041.00,Wire cutters
49-9041.00,Workshop cranes
49-9041.00,BIT Corp ProMACS PLC
49-9041.00,Computer aided design CAD software
49-9041.00,Data entry software
49-9041.00,Extranet Machine Tools Suite
49-9041.00,Inventory tracking software
49-9041.00,KEYENCE PLC Ladder Logic
49-9041.00,Maintenance management software
49-9041.00,Maintenance planning and control software
49-9041.00,Microsoft Excel
49-9041.00,Microsoft Office
49-9041.00,Microsoft Outlook
49-9041.00,Microsoft Word
49-9041.00,SAP
49-9041.00,Supervisory control and data acquisition SCADA software
49-9041.00,Web browser software
49-9043.00,Abrasive rubbing stones
49-9043.00,Abrasive wheels
49-9043.00,Adjustable widemouth pliers
49-9043.00,Adjustable wrenches
49-9043.00,Bandsaws
49-9043.00,Bench saws
49-9043.00,Brakes
49-9043.00,Buffing machines
49-9043.00,Chain falls
49-9043.00,Compressed air guns
49-9043.00,Cutoff saws
49-9043.00,Deburring tools
49-9043.00,Dial calipers
49-9043.00,Dial indicators
49-9043.00,Dollies
49-9043.00,Drill bit sets
49-9043.00,Drill presses
49-9043.00,Ear plugs
49-9043.00,Forklifts
49-9043.00,Grease guns
49-9043.00,Grinding machines
49-9043.00,Hacksaws
49-9043.00,Hammers
49-9043.00,Hard hats
49-9043.00,Hoists
49-9043.00,Hold down clamps
49-9043.00,Hones
49-9043.00,Industrial vacuums
49-9043.00,Jackhammers
49-9043.00,Jacks
49-9043.00,Ladders
49-9043.00,Lapping equipment
49-9043.00,Lathes
49-9043.00,Levels
49-9043.00,Lockout hasps
49-9043.00,Manlifts
49-9043.00,Metal cutters
49-9043.00,Metal cutting dies
49-9043.00,Metal cutting taps
49-9043.00,Metal inert gas MIG welders
49-9043.00,Micrometers
49-9043.00,Milling machines
49-9043.00,Oxyacetylene torches
49-9043.00,Pallet jacks
49-9043.00,Personal computers
49-9043.00,Pipe threaders
49-9043.00,Plumb bobs
49-9043.00,Polishing machines
49-9043.00,Power drills
49-9043.00,Power grinders
49-9043.00,Power hacksaws
49-9043.00,Power saws
49-9043.00,Programmable logic controllers PLC
49-9043.00,Punches
49-9043.00,Reamers
49-9043.00,Respirators
49-9043.00,Rigging equipment
49-9043.00,Rivet guns
49-9043.00,Rulers
49-9043.00,Safety belts
49-9043.00,Safety blocks
49-9043.00,Safety glasses
49-9043.00,Scaffolding
49-9043.00,Screwdrivers
49-9043.00,Shears
49-9043.00,Sheet metal folders
49-9043.00,Shielded arc welding tools
49-9043.00,Sledgehammers
49-9043.00,Socket wrench sets
49-9043.00,Soldering guns
49-9043.00,Spot-welding equipment
49-9043.00,Steel rules
49-9043.00,Straightedges
49-9043.00,Tablet computers
49-9043.00,Tungsten inert gas TIG welding equipment
49-9043.00,Vernier calipers
49-9043.00,Welding tips
49-9043.00,Workshop cranes
49-9043.00,Computerized maintenance management system software CMMS
49-9043.00,Database software
49-9043.00,Microsoft Excel
49-9043.00,Microsoft Office
49-9043.00,Microsoft Outlook
49-9043.00,Microsoft Word
49-9043.00,SAP
49-9043.00,Scheduling software
49-9043.00,Spreadsheet software
49-9043.00,Web browser software
49-9043.00,Word processing software
49-9044.00,Adjustable wrenches
49-9044.00,Air compressors
49-9044.00,Alignment telescopes
49-9044.00,Allen wrenches
49-9044.00,Angled feeler gauges
49-9044.00,Arbor presses
49-9044.00,Ball peen hammers
49-9044.00,Bandsaws
49-9044.00,Bearing heaters
49-9044.00,Bearing pullers
49-9044.00,Belt sanders
49-9044.00,Bevel protractors
49-9044.00,Block and tackle equipment
49-9044.00,Box end wrenches
49-9044.00,Brass hammers
49-9044.00,Bucket pumps
49-9044.00,Cable cutters
49-9044.00,Carpenters' levels
49-9044.00,Center punches
49-9044.00,Chain cutters
49-9044.00,Chain falls
49-9044.00,Chain hoists
49-9044.00,Chain wrenches
49-9044.00,Chipping hammers
49-9044.00,Claw hammers
49-9044.00,Cold chisels
49-9044.00,Combination squares
49-9044.00,Combination wrenches
49-9044.00,Comealongs
49-9044.00,Core drills
49-9044.00,Crowbars
49-9044.00,Cutoff saws
49-9044.00,Cylinder hones
49-9044.00,Dead-blow hammers
49-9044.00,Depth gauges
49-9044.00,Depth micrometers
49-9044.00,Diagonal cutting pliers
49-9044.00,Dial calipers
49-9044.00,Dial indicators
49-9044.00,Dividers
49-9044.00,Dollies
49-9044.00,Drafting compasses
49-9044.00,Drift pins
49-9044.00,Drill presses
49-9044.00,Electronic levels
49-9044.00,End mills
49-9044.00,Filler pumps
49-9044.00,Flare nut wrenches
49-9044.00,Flat files
49-9044.00,Forklifts
49-9044.00,Gage blocks
49-9044.00,Gas-powered generators
49-9044.00,Gasket cutters
49-9044.00,Gear lube dispensers
49-9044.00,Gear pullers
49-9044.00,Gear shapers
49-9044.00,Grease guns
49-9044.00,Hammer drills
49-9044.00,Hand clamps
49-9044.00,Handtrucks
49-9044.00,Height gauges
49-9044.00,Hoisting hooks
49-9044.00,Hole punches
49-9044.00,Honing stones
49-9044.00,Hydraulic cranes
49-9044.00,Hydraulic jacks
49-9044.00,Hydraulic press frames
49-9044.00,Hydraulic pumps
49-9044.00,Inside calipers
49-9044.00,Inside micrometers
49-9044.00,Inspection mirrors
49-9044.00,Jig saws
49-9044.00,Keyway broaches
49-9044.00,Ladders
49-9044.00,Laser levels
49-9044.00,Layout templates
49-9044.00,Lubrication guns
49-9044.00,Magnetic drill presses
49-9044.00,Material-hoisting slings
49-9044.00,Measuring tapes
49-9044.00,Metal cutting dies
49-9044.00,Metal cutting taps
49-9044.00,Metal inert gas MIG welders
49-9044.00,Micrometers
49-9044.00,Needlenose pliers
49-9044.00,Nibblers
49-9044.00,Nut splitters
49-9044.00,Optical squares
49-9044.00,Outside calipers
49-9044.00,Outside micrometers
49-9044.00,Overhead cranes
49-9044.00,Overhead hoists
49-9044.00,Oxyacetylene torches
49-9044.00,Packing pullers
49-9044.00,Parallel blocks
49-9044.00,Personal computers
49-9044.00,Pipe cutters
49-9044.00,Pipe threading machines
49-9044.00,Pipe wrenches
49-9044.00,Planing machines
49-9044.00,Plasma welders
49-9044.00,Plumb bobs
49-9044.00,Pneumatic needle scalers
49-9044.00,Pneumatic weld flux chippers
49-9044.00,Power chippers
49-9044.00,Power drills
49-9044.00,Power grinders
49-9044.00,Power press brakes
49-9044.00,Power saws
49-9044.00,Precision files
49-9044.00,Precision levels
49-9044.00,Prick punches
49-9044.00,Protective ear muffs
49-9044.00,Protractors
49-9044.00,Pry bars
49-9044.00,Pulleys
49-9044.00,Putty knives
49-9044.00,Pyrometers
49-9044.00,Radius gauges
49-9044.00,Ratchet jacks
49-9044.00,Reamers
49-9044.00,Respirators
49-9044.00,Retaining ring pliers
49-9044.00,Rivet guns
49-9044.00,Round files
49-9044.00,Safety goggles
49-9044.00,Scaffolding
49-9044.00,Scissors
49-9044.00,Scrapers
49-9044.00,Screw jacks
49-9044.00,Scribers
49-9044.00,Shaft key wrenches
49-9044.00,Sharpening equipment
49-9044.00,Sheave gauges
49-9044.00,Shielded arc welding tools
49-9044.00,Shrink rules
49-9044.00,Small hole gauges
49-9044.00,Snap gauges
49-9044.00,Snap ring pliers
49-9044.00,Socket wrench sets
49-9044.00,Soft face hammers
49-9044.00,Soldering guns
49-9044.00,Soldering irons
49-9044.00,Spanner wrenches
49-9044.00,Spiral screw extractors
49-9044.00,Spot welding equipment
49-9044.00,Steel hammers
49-9044.00,Steel squares
49-9044.00,Straightedges
49-9044.00,Strap wrenches
49-9044.00,Stroboscopes
49-9044.00,Surface grinding machines
49-9044.00,Table saws
49-9044.00,Tachometers
49-9044.00,Tap extractors
49-9044.00,Taper gauges
49-9044.00,Taper plug gauges
49-9044.00,Teach pendants
49-9044.00,Telescoping gauges
49-9044.00,Tension gauges
49-9044.00,Thread gauges
49-9044.00,Tin snips
49-9044.00,Torque multipliers
49-9044.00,Torque wrenches
49-9044.00,Trammel points
49-9044.00,Transfer pumps
49-9044.00,Transfer punches
49-9044.00,Transformer welding machines
49-9044.00,Transit levels
49-9044.00,Tube cutters
49-9044.00,Tuggers
49-9044.00,Tungsten inert gas TIG welding equipment
49-9044.00,Turning lathes
49-9044.00,Ultrasonic thickness detectors
49-9044.00,Utility knives
49-9044.00,Vernier calipers
49-9044.00,Vertical milling machines
49-9044.00,Vibration indicators
49-9044.00,Water levels
49-9044.00,Welding electrode holders
49-9044.00,Welding gloves
49-9044.00,Welding ground clamps
49-9044.00,Welding shields
49-9044.00,Wire brushes
49-9044.00,Workshop bench vises
49-9044.00,Autodesk AutoCAD
49-9044.00,Computer aided design CAD software
49-9044.00,Dassault Systemes SOLIDWORKS
49-9044.00,Microsoft Excel
49-9044.00,Microsoft Office
49-9044.00,Microsoft Word
49-9044.00,SAP
49-9045.00,Acid scrubbers
49-9045.00,Band saws
49-9045.00,Boom trucks
49-9045.00,Brick cutting saws
49-9045.00,Brick hammers
49-9045.00,Burner management systems
49-9045.00,Conveyor belts
49-9045.00,Cordless power grinders
49-9045.00,Cordless power nibblers
49-9045.00,Cordless saws
49-9045.00,Cutting torches
49-9045.00,Dump trucks
49-9045.00,Electric overhead traveling EOT crane
49-9045.00,Feed fired heaters
49-9045.00,Flat cold chisels
49-9045.00,Floor-mounted jib cranes
49-9045.00,Foundry transfer ladles
49-9045.00,Heavy duty shears
49-9045.00,Horizontal helical blade mixers
49-9045.00,Lift trucks
49-9045.00,Masonry trowels
49-9045.00,Mixer trucks
49-9045.00,Personal computers
49-9045.00,Puck mills
49-9045.00,Return idlers
49-9045.00,Rotary kilns
49-9045.00,Rotary tools
49-9045.00,Skid steer tractors
49-9045.00,Trackhoes
49-9045.00,Trough finders
49-9045.00,Variable speed mortar pumps
49-9045.00,Wheeled forklifts
49-9045.00,Wheeled front-end loaders
49-9045.00,Maintenance management software
49-9045.00,Microsoft Access
49-9045.00,Microsoft Excel
49-9045.00,Microsoft Outlook
49-9045.00,Microsoft PowerPoint
49-9045.00,Microsoft Word
49-9045.00,Time tracking software
49-9051.00,Air compressors
49-9051.00,Air hammers
49-9051.00,All terrain vehicles ATV
49-9051.00,Allen wrenches
49-9051.00,Ammeters
49-9051.00,Arc suppression blankets
49-9051.00,Arrow boards
49-9051.00,Asbestos gloves
49-9051.00,Auger bits
49-9051.00,Augers
49-9051.00,Awls
49-9051.00,Backhoes
49-9051.00,Bashlin belts
49-9051.00,Bench vises
49-9051.00,Block and tackle equipment
49-9051.00,Boats
49-9051.00,Bolt cutters
49-9051.00,Breathing protection equipment
49-9051.00,Buck saws
49-9051.00,Bucket trucks
49-9051.00,Cable benders
49-9051.00,Cable cutters
49-9051.00,Cable strippers
49-9051.00,Cant hooks
49-9051.00,Capstan hoists
49-9051.00,Chain jacks
49-9051.00,Chain saws
49-9051.00,Charge-actuated spiking tools
49-9051.00,Clamp-on multimeters
49-9051.00,Climbing hooks
49-9051.00,Climbing spikes
49-9051.00,Comealongs
49-9051.00,Compression tools
49-9051.00,Concrete drills
49-9051.00,Concrete saws
49-9051.00,Conductive clothing
49-9051.00,Continuity meters
49-9051.00,Crowbars
49-9051.00,Current leakage meters
49-9051.00,Digging spades
49-9051.00,Digital dynamometers
49-9051.00,Digital recording amp meters
49-9051.00,Digital voltmeters DVM
49-9051.00,Drill bit sets
49-9051.00,Dump trucks
49-9051.00,Ear plugs
49-9051.00,Elbow pullers
49-9051.00,Electric drills
49-9051.00,Electric screw guns
49-9051.00,Face shields
49-9051.00,Fall arrest harnesses
49-9051.00,Fire blankets
49-9051.00,Fire extinguishers
49-9051.00,Fire retardant clothing
49-9051.00,Fish tapes
49-9051.00,Flares
49-9051.00,Fuse pullers
49-9051.00,Gas drills
49-9051.00,Gin poles
49-9051.00,Ground rod drivers
49-9051.00,Ground testers
49-9051.00,Grounding devices
49-9051.00,Hacksaws
49-9051.00,Hammer drills
49-9051.00,Hammers
49-9051.00,Hand benders
49-9051.00,Hand lines
49-9051.00,Hand reamers
49-9051.00,Hand saws
49-9051.00,Hard hats
49-9051.00,Hydraulic benders
49-9051.00,Hydraulic cutters
49-9051.00,Hydraulic drills
49-9051.00,Hydraulic presses
49-9051.00,Hydraulic tampers
49-9051.00,Infrared guns
49-9051.00,Insulated cable cutters
49-9051.00,Insulated gloves
49-9051.00,Insulated knives
49-9051.00,Insulated pliers
49-9051.00,Insulated skinning knives
49-9051.00,Insulated wrenches
49-9051.00,Insulator testers
49-9051.00,Jackhammers
49-9051.00,Jumper clamps
49-9051.00,Keyhole saws
49-9051.00,Knockout punches
49-9051.00,Ladders
49-9051.00,Laser printers
49-9051.00,Leather gloves
49-9051.00,Levels
49-9051.00,Lifelines
49-9051.00,Lifting slings
49-9051.00,Light pickup trucks
49-9051.00,Line tracers
49-9051.00,Load break tools
49-9051.00,Material handling aerial devices
49-9051.00,Measuring wheels
49-9051.00,Megohmmeters
49-9051.00,Needlenose pliers
49-9051.00,Non-metallic NM cable locators
49-9051.00,Nut drivers
49-9051.00,Nylon strap wrenches
49-9051.00,Ohmmeters
49-9051.00,Optical power meters
49-9051.00,Oscilloscopes
49-9051.00,Overhead hoists
49-9051.00,Peaveys
49-9051.00,Personal computers
49-9051.00,Phase rotation meters
49-9051.00,Picks
49-9051.00,Pike poles
49-9051.00,Pipe wrenches
49-9051.00,Plumb bobs
49-9051.00,Pneumatic drills
49-9051.00,Pole belts
49-9051.00,Pole jacks
49-9051.00,Portable generators
49-9051.00,Potential testing meters
49-9051.00,Power benders
49-9051.00,Power borers
49-9051.00,Power chippers
49-9051.00,Power reel trailers
49-9051.00,Power washers
49-9051.00,Punches
49-9051.00,Radial boom derrick trucks
49-9051.00,Ratchet cutters
49-9051.00,Reel jacks
49-9051.00,Robotic arms
49-9051.00,Running grounds
49-9051.00,Saber saws
49-9051.00,Safety boots
49-9051.00,Safety goggles
49-9051.00,Scaffolding
49-9051.00,Screwdrivers
49-9051.00,Shovels
49-9051.00,Single-cut mill saw files
49-9051.00,Skid steer loaders
49-9051.00,Sledgehammers
49-9051.00,Slip joint pliers
49-9051.00,Snowmobiles
49-9051.00,Socket wrench sets
49-9051.00,Soldering irons
49-9051.00,Static discharge sticks
49-9051.00,Telescoping boom trucks
49-9051.00,Tension machines
49-9051.00,Time domain reflectometers
49-9051.00,Torque wrenches
49-9051.00,Toxic gas detectors
49-9051.00,Tree trimmers
49-9051.00,Trenchers
49-9051.00,Truck-mounted cranes
49-9051.00,Two way radios
49-9051.00,Utility knives
49-9051.00,Water pumps
49-9051.00,Welding tools
49-9051.00,Wheel chocks
49-9051.00,Wheeled bulldozers
49-9051.00,Wheeled forklifts
49-9051.00,Winches
49-9051.00,Wire crimpers
49-9051.00,Wire cutters
49-9051.00,Wire tongs
49-9051.00,Wire tuggers
49-9051.00,Wood chisels
49-9051.00,Computer aided design and drafting CADD software
49-9051.00,Data entry software
49-9051.00,Email software
49-9051.00,Inventory management software
49-9051.00,Microsoft Excel
49-9051.00,Microsoft Office
49-9051.00,Microsoft Outlook
49-9051.00,Microsoft Word
49-9051.00,Spreadsheet software
49-9051.00,Word processing software
49-9052.00,Adjustable hand wrenches
49-9052.00,Borers
49-9052.00,Bubble levels
49-9052.00,Bucket trucks
49-9052.00,Buffer strippers
49-9052.00,Cable cutters
49-9052.00,Cable jacket strippers
49-9052.00,Cable locators
49-9052.00,Cable plows
49-9052.00,Cable sheaves
49-9052.00,Cable slitters
49-9052.00,Cable strippers
49-9052.00,Cable tie guns
49-9052.00,Cable trees
49-9052.00,Can wrenches
49-9052.00,Card access devices
49-9052.00,Channel lock pliers
49-9052.00,Claw hammers
49-9052.00,Coaxial security cameras
49-9052.00,Combo crimping tools
49-9052.00,Computer network routers
49-9052.00,Cordless drills
49-9052.00,Digger derricks
49-9052.00,Digital multimeters
49-9052.00,Digital power meters
49-9052.00,Dikes
49-9052.00,Drywall saws
49-9052.00,Duct knives
49-9052.00,Electricians' snips
49-9052.00,Extension ladders
49-9052.00,Fiber scribes
49-9052.00,Fish tapes
49-9052.00,Flathead screwdrivers
49-9052.00,Gopher poles
49-9052.00,Hacksaws
49-9052.00,Hex sets
49-9052.00,Inspection scopes
49-9052.00,Intelligent field devices
49-9052.00,IP security cameras
49-9052.00,Lamp extractors
49-9052.00,Laptop computers
49-9052.00,Local area network LAN switches
49-9052.00,Longnose pliers
49-9052.00,Measuring tapes
49-9052.00,Motorized cable reels
49-9052.00,Needlenose pliers
49-9052.00,Optical time domain reflectometers OTDR
49-9052.00,Phillips head screwdrivers
49-9052.00,Polishing pucks
49-9052.00,Power dollies
49-9052.00,Power winches
49-9052.00,Probe picks
49-9052.00,Punchdown tools
49-9052.00,Sheath removal tools
49-9052.00,Sheet metal cutters
49-9052.00,Signal leakage detectors
49-9052.00,Signal level meters
49-9052.00,Soldering irons
49-9052.00,Staple guns
49-9052.00,Strap guns
49-9052.00,Syringes
49-9052.00,Tampers
49-9052.00,Tone generators
49-9052.00,Tone sets
49-9052.00,Tone tracers
49-9052.00,Torpedo levels
49-9052.00,Trenchers
49-9052.00,Two way radios
49-9052.00,Volt-ohm meters VOM
49-9052.00,Winch trucks
49-9052.00,Wire lug crimping tools
49-9052.00,Wire wrap guns
49-9052.00,Wireless access points WAP
49-9052.00,Autodesk AutoCAD
49-9052.00,Cisco IOS
49-9052.00,Customer relationship management CRM software
49-9052.00,Email software
49-9052.00,Mapcom systems M4
49-9052.00,Microsoft Excel
49-9052.00,Microsoft Office
49-9052.00,Microsoft Word
49-9052.00,Ping tools
49-9052.00,Web browser software
49-9052.00,Workforce management system software
49-9061.00,Aperture testers
49-9061.00,Battery cover removal tools
49-9061.00,Bench lathes
49-9061.00,Cleaning scrapers
49-9061.00,Dial indicators
49-9061.00,Dial vernier calipers
49-9061.00,Digital light meters
49-9061.00,Digital multimeters
49-9061.00,Electric soldering irons
49-9061.00,Eyepiece tools
49-9061.00,Filter ring removers
49-9061.00,Flexi clamp wrenches
49-9061.00,Focus testers
49-9061.00,Head loupes
49-9061.00,Lens filter ring vises
49-9061.00,Lens spanners
49-9061.00,Metal lens wrenches
49-9061.00,Mini pliers sets
49-9061.00,Mini screwdrivers
49-9061.00,Mini tweezers
49-9061.00,Minispan wrenches
49-9061.00,Needle nose pliers
49-9061.00,Personal computers
49-9061.00,Power grinders
49-9061.00,Precision gauges
49-9061.00,Precision needle file sets
49-9061.00,Retaining ring removal tools
49-9061.00,Rotary tools
49-9061.00,Scratch brushes
49-9061.00,Shutter speed testers
49-9061.00,Side cutting pliers
49-9061.00,Spanner wrenches
49-9061.00,Data entry software
49-9061.00,Email software
49-9061.00,Microsoft Excel
49-9061.00,Microsoft Office
49-9061.00,Microsoft Word
49-9061.00,RepairTRAX
49-9061.00,Statistical process control SPC software
49-9062.00,Adjustable wrenches
49-9062.00,Air line moisture meters
49-9062.00,Allen wrenches
49-9062.00,Amp meters
49-9062.00,Analytical balances
49-9062.00,Antistatic alignment tools
